Registro,V avg [V],Van [V],Vbn [V],Vcn [V],I avg [A],Ia [A],Ib [A] ,Ic [A],U avg [V],Uab [V],Ubc [V],Uca [V],PF,PFa,PFb,PFc,LC,LCa,LCb,LCc,P [W],Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa [VA],Sb [VA],Sc [VA],F [Hz],In [A],p @ F,Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],PFa min,PFb min,PFc min,LCa min,LCb min,LCc min,PFa avg,PFb avg,PFc avg,LCa avg,LCb avg,LCc avg,PFa max,PFb max,PFc max,LCa max,LCb max,LCc max,p @ V min,ts @ V min,p @ V max,ts @ V max,pg @ U min,ts @ U min,pg @ U max,ts @ U max,q @ I min,ts @ I min,q @ I max,ts @ I max,p @ PF min,ts @ PF min,p @ PF max,ts @ PF max,F min [Hz],F max [Hz],F avg [Hz],ts @ F min,ts @ F max,Status,Va evt ,Vb evt ,Vc evt ,Ph [kWh],Ph sum [kWh],Ph fwd [kWh],Ph rev [kWh],Qh [kVArh],Qh sum [kVArh],Qh fwd [kVArh],Qh rev [kVArh],Qh rev {i} [kVArh],Qh rev {c} [kVArh],Qh fwd {i} [kVArh],Qh fwd {c} [kVArh],Sh [kVAh],Sd pred [VA],Sd [VA],Sd peak [VA],Pd pred [W],Pd [W],Pd peak [W],Qd pred [VAr],Qd [VAr],Qd peak [VAr],Qd pred {i} [VAr],Qd {i} [VAr],Qd peak {i} [VAr],Qd pred {c} [VAr],Qd {c} [VAr],Qd peak {c} [VAr]
10/04/2023 04:10,221.02,220.49,221.50,221.06,53.54,48.97,51.06,60.59,382.81,382.56,383.80,382.07,0.92,0.93,0.95,0.88,IND,IND,IND,IND,32508.05,10006.22,10696.62,11805.21,14059.47,4058.63,3671.37,6329.47,35418.11,10798.00,11309.14,13394.97,60.02,15.67,A,219.85,220.88,220.64,381.83,382.76,381.26,220.54,221.67,221.28,382.72,384.19,382.29,220.92,222.21,221.91,383.25,385.39,383.21,39.63,35.05,47.57,45.66,48.91,56.40,64.77,73.73,72.90,0.89,0.90,0.85,IND,IND,IND,0.92,0.94,0.87,IND,IND,IND,0.94,0.97,0.91,IND,IND,IND,A,10/04/2023 04:09,B,10/04/2023 04:00,C,10/04/2023 04:08,B,10/04/2023 04:00,B,10/04/2023 04:00,B,10/04/2023 04:08,C,10/04/2023 04:08,A,31/12/1969 21:00,59.96,60.04,60.00,10/04/2023 04:04,10/04/2023 04:03,Válido,None,None,None,5.06,5.06,5.06,0.00,2.27,2.27,2.27,0.00,0.00,0.00,2.27,0.00,5.54,22192.47,33128.70,89814.64,20236.66,30509.79,73219.26,9102.84,12889.39,24259.36,9102.84,12889.39,24259.36,0.00,0.00,21763.25
10/04/2023 04:20,220.52,220.01,221.02,220.52,50.20,43.10,50.64,56.86,381.95,381.79,382.87,381.19,0.90,0.91,0.94,0.82,IND,IND,IND,IND,29543.81,8670.16,10540.55,10333.10,14704.82,3840.77,3762.51,7101.53,33001.04,9482.78,11191.95,12538.13,60.00,15.00,A,219.75,220.51,220.12,381.32,382.11,380.61,220.16,221.23,220.76,382.09,383.33,381.45,220.51,221.62,221.18,382.65,384.14,382.12,38.50,44.59,54.70,43.88,52.52,59.81,54.99,73.95,72.25,0.90,0.92,0.82,IND,IND,IND,0.92,0.95,0.86,IND,IND,IND,0.93,0.98,0.89,IND,IND,IND,A,10/04/2023 04:19,B,10/04/2023 04:11,C,10/04/2023 04:19,B,10/04/2023 04:11,A,10/04/2023 04:12,B,10/04/2023 04:17,C,10/04/2023 04:19,A,31/12/1969 21:00,59.96,60.04,60.00,10/04/2023 04:15,10/04/2023 04:15,Válido,None,None,None,5.22,5.22,5.22,0.00,2.32,2.32,2.32,0.00,0.00,0.00,2.32,0.00,5.71,11538.24,33507.06,89814.64,10597.83,30522.54,73219.26,4559.38,13813.63,24259.36,4559.38,13813.63,24259.36,0.00,0.00,21763.25
10/04/2023 04:30,221.05,220.29,221.78,221.09,52.93,59.09,37.67,62.02,382.87,382.13,384.39,382.10,0.90,0.94,0.90,0.85,IND,IND,IND,IND,31402.64,12219.48,7503.79,11679.37,15342.58,4485.10,3674.75,7182.74,34950.26,13016.59,8355.28,13711.29,60.01,35.62,A,219.28,220.76,220.09,380.92,382.53,380.46,220.01,221.38,220.77,381.93,383.56,381.39,220.40,221.98,221.19,382.58,384.58,382.22,40.85,35.80,50.67,49.92,47.03,59.32,69.62,61.74,75.51,0.86,0.90,0.82,IND,IND,IND,0.92,0.95,0.86,IND,IND,IND,0.94,0.96,0.89,IND,IND,IND,A,10/04/2023 04:25,B,10/04/2023 04:29,C,10/04/2023 04:20,B,10/04/2023 04:29,B,10/04/2023 04:29,C,10/04/2023 04:28,C,10/04/2023 04:20,A,31/12/1969 21:00,59.97,60.06,60.00,10/04/2023 04:26,10/04/2023 04:27,Válido,None,None,None,5.21,5.21,5.21,0.00,2.37,2.37,2.37,0.00,0.00,0.00,2.37,0.00,5.72,7.77,34421.23,89814.64,6.98,31425.32,73219.26,3.41,14031.14,24259.36,3.41,14031.14,24259.36,0.00,0.00,21763.25
10/04/2023 04:40,220.55,219.90,221.11,220.65,53.81,50.20,53.50,57.73,382.01,381.70,383.01,381.31,0.92,0.93,0.97,0.85,IND,IND,IND,IND,32519.99,10217.82,11447.86,10854.30,13824.64,4180.94,2976.76,6666.94,35336.53,11040.11,11828.55,12738.29,60.02,17.26,A,219.64,220.69,220.46,381.36,382.39,380.93,220.20,221.59,221.10,382.28,384.02,381.85,220.61,222.08,221.47,383.08,384.84,382.37,41.49,36.79,42.40,48.24,44.55,54.67,66.97,68.88,74.77,0.88,0.89,0.85,IND,IND,IND,0.91,0.95,0.88,IND,IND,IND,0.94,0.98,0.92,IND,IND,IND,A,10/04/2023 04:38,B,10/04/2023 04:32,C,10/04/2023 04:39,B,10/04/2023 04:33,B,10/04/2023 04:35,C,10/04/2023 04:31,C,10/04/2023 04:30,A,31/12/1969 21:00,59.95,60.04,60.00,10/04/2023 04:32,10/04/2023 04:31,Válido,None,None,None,4.96,4.96,4.96,0.00,2.16,2.16,2.16,0.00,0.00,0.00,2.16,0.00,5.41,21662.12,34421.23,89814.64,19860.32,31425.32,73219.26,8629.64,14031.14,24259.36,8629.64,14031.14,24259.36,0.00,0.00,21763.25
10/04/2023 04:50,220.72,220.00,221.41,220.74,51.23,50.69,45.87,57.14,382.29,381.97,383.47,381.44,0.91,0.92,0.96,0.84,IND,IND,IND,IND,30549.97,10210.64,9726.35,10612.98,14220.09,4481.83,2922.52,6815.74,33697.35,11150.96,10155.93,12613.08,59.97,21.17,A,219.59,220.89,220.45,381.21,382.70,380.86,220.23,221.50,220.98,382.34,383.72,381.79,220.56,221.83,221.35,383.07,384.37,382.39,42.99,40.49,51.56,48.13,52.14,57.89,61.17,64.92,71.50,0.87,0.92,0.82,IND,IND,IND,0.92,0.96,0.85,IND,IND,IND,0.93,0.97,0.88,IND,IND,IND,A,10/04/2023 04:41,B,10/04/2023 04:49,C,10/04/2023 04:40,B,10/04/2023 04:43,B,10/04/2023 04:44,C,10/04/2023 04:41,C,10/04/2023 04:41,A,31/12/1969 21:00,59.94,60.03,59.99,10/04/2023 04:48,10/04/2023 04:40,Válido,None,None,None,5.28,5.28,5.28,0.00,2.36,2.36,2.36,0.00,0.00,0.00,2.36,0.00,5.78,11653.27,33147.02,89814.64,10698.91,30288.17,73219.26,4614.06,13438.44,24259.36,4614.06,13438.44,24259.36,0.00,0.00,21763.25
10/04/2023 05:00,221.17,220.36,221.71,221.45,49.87,55.83,43.68,50.08,383.08,382.25,384.39,382.61,0.90,0.94,0.92,0.83,IND,IND,IND,IND,29750.78,11556.17,8940.22,9254.40,14057.27,4221.25,3724.62,6111.40,32904.65,12303.00,9685.05,11090.23,59.98,24.87,A,219.55,221.06,220.43,381.21,383.08,380.92,220.51,221.86,221.35,382.62,384.51,382.47,220.98,222.27,221.84,383.36,385.32,383.24,46.65,41.09,47.08,53.39,43.84,55.34,68.81,59.83,79.25,0.91,0.90,0.83,IND,IND,IND,0.94,0.93,0.86,IND,IND,IND,0.96,0.96,0.88,IND,IND,IND,A,10/04/2023 04:51,B,10/04/2023 04:53,C,10/04/2023 04:51,B,10/04/2023 04:53,B,10/04/2023 04:59,C,10/04/2023 04:52,C,10/04/2023 04:59,A,31/12/1969 21:00,59.97,60.06,60.00,10/04/2023 04:53,10/04/2023 04:52,Válido,None,None,None,5.09,5.09,5.09,0.00,2.33,2.33,2.33,0.00,0.00,0.00,2.33,0.00,5.60,7.31,34053.60,89814.64,6.61,31057.77,73219.26,3.12,13948.44,24259.36,3.12,13948.44,24259.36,0.00,0.00,21763.25
10/04/2023 05:10,220.67,219.82,221.42,220.77,54.82,54.06,44.30,66.09,382.21,381.70,383.80,381.13,0.94,0.92,0.97,0.92,IND,IND,IND,IND,33962.25,10984.28,9539.53,13438.43,12503.57,4535.18,2286.68,5681.70,36190.79,11883.70,9809.77,14590.17,59.94,21.78,A,219.56,221.12,220.27,381.13,383.30,380.46,220.10,221.63,221.03,382.06,384.14,381.74,220.76,222.01,221.64,383.07,384.83,383.00,49.02,36.50,49.46,55.59,43.78,61.72,66.05,59.84,86.07,0.90,0.89,0.83,IND,IND,IND,0.92,0.94,0.88,IND,IND,IND,0.94,0.98,0.93,IND,IND,IND,A,10/04/2023 05:06,B,10/04/2023 05:00,C,10/04/2023 05:06,B,10/04/2023 05:05,B,10/04/2023 05:05,C,10/04/2023 05:06,C,10/04/2023 05:06,A,31/12/1969 21:00,59.93,60.02,59.98,10/04/2023 05:09,10/04/2023 05:04,Válido,None,None,None,5.38,5.38,5.38,0.00,2.45,2.45,2.45,0.00,0.00,0.00,2.45,0.00,5.91,23660.87,34053.60,89814.64,21521.63,31057.77,73219.26,9786.99,13948.44,24259.36,9786.99,13948.44,24259.36,0.00,0.00,21763.25
10/04/2023 05:20,220.02,219.16,220.86,220.03,53.87,51.50,42.17,67.93,381.08,380.71,382.79,379.74,0.93,0.91,0.96,0.93,IND,IND,IND,IND,33136.77,10325.49,8938.46,13872.83,12738.71,4559.24,2613.22,5566.26,35500.99,11287.26,9312.62,14947.86,59.97,22.28,A,218.79,220.32,219.88,379.98,382.16,379.48,219.33,220.94,220.36,380.91,383.02,380.30,220.06,221.59,221.10,382.04,384.18,381.75,50.93,37.24,59.40,56.28,48.77,66.51,77.09,63.80,81.38,0.90,0.91,0.91,IND,IND,IND,0.92,0.95,0.92,IND,IND,IND,0.93,0.97,0.94,IND,IND,IND,A,10/04/2023 05:14,B,10/04/2023 05:10,C,10/04/2023 05:18,B,10/04/2023 05:10,B,10/04/2023 05:12,C,10/04/2023 05:15,A,10/04/2023 05:19,A,31/12/1969 21:00,59.91,60.02,59.97,10/04/2023 05:10,10/04/2023 05:12,Válido,None,None,None,5.86,5.86,5.86,0.00,2.29,2.29,2.29,0.00,0.00,0.00,2.29,0.00,6.29,12971.60,35836.92,89814.64,12109.80,32833.55,73219.26,4648.09,14285.96,24259.36,4648.09,14285.96,24259.36,0.00,0.00,21763.25
10/04/2023 05:30,220.66,219.85,221.44,220.70,53.82,46.70,44.72,70.03,382.19,381.89,383.86,380.83,0.93,0.90,0.97,0.93,IND,IND,IND,IND,33090.41,9199.36,9568.51,14322.55,12916.20,4559.00,2546.76,5810.44,35521.88,10267.06,9901.63,15456.28,60.00,21.09,A,219.05,220.70,219.79,380.50,382.62,379.58,219.62,221.18,220.35,381.34,383.38,380.42,219.96,221.57,220.77,382.05,384.04,380.97,44.57,35.26,64.03,49.15,39.85,69.18,63.44,56.34,90.06,0.90,0.93,0.90,IND,IND,IND,0.92,0.95,0.92,IND,IND,IND,0.95,0.97,0.94,IND,IND,IND,A,10/04/2023 05:20,B,10/04/2023 05:29,C,10/04/2023 05:20,B,10/04/2023 05:27,B,10/04/2023 05:23,C,10/04/2023 05:27,A,10/04/2023 05:29,A,31/12/1969 21:00,59.96,60.04,60.00,10/04/2023 05:20,10/04/2023 05:24,Válido,None,None,None,5.41,5.41,5.41,0.00,2.10,2.10,2.10,0.00,0.00,0.00,2.10,0.00,5.80,15.79,36164.02,89814.64,14.71,33733.97,73219.26,5.75,13026.16,24259.36,5.75,13026.16,24259.36,0.00,0.00,21763.25
10/04/2023 05:40,219.93,219.16,220.87,219.77,61.47,52.06,43.64,88.71,380.93,380.69,383.01,379.08,0.94,0.92,0.93,0.95,IND,IND,IND,IND,37949.31,10520.98,8958.41,18469.93,14212.95,4412.41,3558.39,6242.16,40523.55,11408.78,9639.25,19496.22,60.00,42.06,A,218.83,220.51,219.66,380.28,382.55,378.90,219.56,221.03,220.38,381.21,383.41,380.19,220.03,221.63,220.82,382.07,384.38,381.01,43.87,38.82,60.87,49.29,45.64,77.86,61.67,58.61,95.12,0.88,0.91,0.92,IND,IND,IND,0.91,0.94,0.95,IND,IND,IND,0.94,0.97,0.96,IND,IND,IND,A,10/04/2023 05:39,B,10/04/2023 05:35,C,10/04/2023 05:39,B,10/04/2023 05:35,B,10/04/2023 05:32,C,10/04/2023 05:38,A,10/04/2023 05:33,A,31/12/1969 21:00,59.96,60.05,60.01,10/04/2023 05:38,10/04/2023 05:33,Válido,None,None,None,5.93,5.93,5.93,0.00,2.23,2.23,2.23,0.00,0.00,0.00,2.23,0.00,6.34,25362.49,36164.02,89814.64,23736.79,33733.97,73219.26,8908.13,13026.16,24259.36,8908.13,13026.16,24259.36,0.00,0.00,21763.25
