Registro,V avg [V],Van [V],Vbn [V],Vcn [V],Iavg [A],Ia [A],Ib [A] ,Ic [A],Uavg [V],Uab [V],Ubc [V],Uca [V],PF,PFa,PFb,PFc,LC,LCa,LCb,LCc,P [W],Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa[VA],Sb [VA],Sc [VA],Freq [Hz],In [A],Ph(f),Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],PFa min,PFb min,PFc min,LCa min,LCb min,LCc min,PFa avg,PFb avg,PFc avg,LCa avg,LCb avg,LCc avg,PFa max,PFb max,PFc max,LCa max,LCb max,LCc max,Vmin@pn,Vmin@t,Vmax@pn,Vmax@t,Umin@pg,Umin@t,Umax@pg,Umax@t,Imin@p,Imin@t,Imax@p,Imax@t,PFmin@p,PF min@t,PFmax@p,PF max@t ,Freq min [Hz],Freq max [Hz],Freq avg [Hz],Freq min@t,Freq max@t,Status,Ph [kWh],Ph sum [kWh],Ph fwd [kWh],Ph rev [kWh],Qh [kVArh],Qh sum [kVArh],Qh fwd [kVArh],Qh rev [kVArh],Qh rev {i} [kVArh],Qh rev {c} [kVArh],Qh fwd {i} [kVArh],Qh fwd {c} [kVArh],Sh [kVAh],Sd pred [VA],Sd [VA],Sd peak [VA],Pd pred [W],Pd [W],Pd peak [W],Qd pred [VAr],Qd [VAr],Qd peak [VAr],Qd pred {i} [VAr],Qd {i} [VAr],Qd peak {i} [VAr],Qd pred {c} [VAr],Qd {c} [VAr],Qd peak {c} [VAr]
12/04/2023 04:30,210.95,210.48,210.46,211.91,49.44,37.89,63.29,47.13,365.37,363.10,367.10,365.92,0.92,0.93,0.95,0.96,IND,IND,IND,IND,10421.24,7386.32,12620.67,-9585.76,4465.73,3005.81,4261.79,-2801.88,11337.76,7974.50,13320.82,9986.85,60.01,98.83,A,207.61,208.15,209.08,359.53,363.08,361.42,209.15,209.36,210.45,361.15,364.74,363.49,210.54,210.56,211.99,363.23,367.27,366.03,36.95,60.16,46.89,41.39,62.18,51.55,55.67,77.44,66.12,0.91,0.93,0.94,IND,IND,IND,0.93,0.95,0.95,IND,IND,IND,0.95,0.96,0.96,IND,IND,IND,A,12/04/2023 04:23,C,12/04/2023 04:29,A,12/04/2023 04:23,B,12/04/2023 04:29,A,12/04/2023 04:27,B,12/04/2023 04:23,A,12/04/2023 04:20,A,12/04/2023 04:22,59.95,60.03,59.99,12/04/2023 04:26,12/04/2023 04:29,Válido,-19032.66,56122.90,18545.12,-37577.79,-10604.54,14267.49,1831.47,-12436.02,-9788.08,-2642.97,1630.04,198.44,59034.80,10343.95,10343.95,109400.80,9485.02,9485.02,-108097.50,4089.34,4089.34,-18429.15,4089.34,4089.34,-18429.15,0.00,0.00,-17430.88
12/04/2023 04:40,210.70,210.16,210.35,211.59,51.56,40.76,63.33,50.59,364.94,362.87,366.61,365.33,0.90,0.92,0.94,0.96,IND,IND,IND,IND,10141.72,7894.41,12492.45,-10245.14,4847.17,3322.46,4625.21,-3100.50,11240.53,8565.07,13321.18,10704.02,59.99,103.50,A,208.10,207.90,209.47,359.27,363.39,361.89,209.35,209.35,210.81,361.27,365.12,363.92,210.54,210.52,211.93,363.23,367.09,365.99,37.69,62.12,45.43,41.39,65.29,49.66,51.99,79.95,64.56,0.91,0.93,0.94,IND,IND,IND,0.93,0.94,0.96,IND,IND,IND,0.95,0.95,0.97,IND,IND,IND,B,12/04/2023 04:35,C,12/04/2023 04:30,A,12/04/2023 04:35,B,12/04/2023 04:30,A,12/04/2023 04:31,B,12/04/2023 04:35,A,12/04/2023 04:36,A,12/04/2023 04:34,59.94,60.04,59.99,12/04/2023 04:33,12/04/2023 04:37,Válido,-19030.85,56124.72,18546.94,-37577.79,-10603.74,14268.29,1832.27,-12436.02,-9788.08,-2642.97,1630.84,198.44,59036.79,7939.97,10343.95,109400.80,7264.34,9485.02,-108097.50,3201.64,4089.34,-18429.15,3201.64,4089.34,-18429.15,0.00,0.00,-17430.88
12/04/2023 04:50,211.19,210.84,210.79,211.94,51.94,41.03,62.39,52.40,365.78,363.91,367.16,366.27,0.93,0.95,0.94,0.96,IND,IND,IND,IND,9970.34,8183.74,12396.07,-10609.47,3917.71,2803.84,4393.67,-3279.81,10712.42,8650.73,13151.69,11104.86,60.02,106.81,A,209.21,210.05,210.88,362.32,365.77,364.33,210.57,210.74,212.01,363.66,367.18,366.07,211.35,211.41,212.53,365.04,367.97,367.36,38.29,59.19,48.58,41.44,62.07,51.19,54.44,73.11,63.78,0.89,0.92,0.95,IND,IND,IND,0.92,0.93,0.96,IND,IND,IND,0.95,0.94,0.97,IND,IND,IND,A,12/04/2023 04:41,C,12/04/2023 04:45,A,12/04/2023 04:41,B,12/04/2023 04:45,A,12/04/2023 04:41,B,12/04/2023 04:40,A,12/04/2023 04:41,A,12/04/2023 04:49,59.95,60.06,60.00,12/04/2023 04:41,12/04/2023 04:43,Válido,-19029.22,56126.35,18548.57,-37577.79,-10602.89,14269.14,1833.13,-12436.02,-9788.08,-2642.97,1631.69,198.44,59038.63,3537.55,11776.82,109400.80,3143.55,10651.95,-108097.50,1614.41,5000.43,-18429.15,1614.41,5000.43,-18429.15,0.00,0.00,-17430.88
12/04/2023 05:00,210.95,210.68,210.60,211.58,48.56,34.67,56.23,54.77,365.38,363.54,366.45,366.13,0.90,0.95,0.93,0.96,IND,IND,IND,IND,6855.54,6950.57,11056.60,-11151.63,3328.87,2243.43,4240.89,-3155.45,7621.01,7303.66,11842.03,11589.46,60.02,104.74,A,210.14,209.18,211.08,361.96,365.50,365.35,211.05,210.91,211.80,364.15,366.83,366.69,211.80,211.55,212.38,365.23,367.93,367.99,31.32,52.28,52.33,35.26,56.85,55.97,47.95,73.88,70.04,0.89,0.91,0.94,IND,IND,IND,0.94,0.93,0.96,IND,IND,IND,0.95,0.94,0.96,IND,IND,IND,B,12/04/2023 04:57,C,12/04/2023 04:52,A,12/04/2023 04:57,C,12/04/2023 04:52,A,12/04/2023 04:54,B,12/04/2023 04:57,A,12/04/2023 04:54,A,12/04/2023 04:57,59.96,60.06,60.00,12/04/2023 04:53,12/04/2023 04:51,Válido,-19028.09,56127.48,18549.70,-37577.79,-10602.29,14269.74,1833.73,-12436.02,-9788.08,-2642.97,1632.29,198.44,59039.90,8653.66,8653.66,109400.80,7658.40,7658.40,-108097.50,4003.79,4003.79,-18429.15,4003.79,4003.79,-18429.15,0.00,0.00,-17430.88
12/04/2023 05:10,210.29,210.02,209.70,211.14,47.69,33.75,57.99,51.31,364.22,362.03,365.43,365.20,0.89,0.94,0.93,0.96,IND,IND,IND,IND,7547.74,6634.65,11273.93,-10360.83,3888.30,2497.94,4557.27,-3166.91,8490.42,7089.31,12160.18,10834.03,59.97,101.24,A,209.48,209.53,210.80,361.81,365.08,364.31,210.39,210.40,211.50,363.13,366.28,365.72,211.09,211.29,212.16,364.51,367.43,366.84,33.57,55.19,51.23,38.08,58.26,54.81,55.05,67.86,70.58,0.92,0.92,0.95,IND,IND,IND,0.94,0.93,0.96,IND,IND,IND,0.96,0.95,0.97,IND,IND,IND,A,12/04/2023 05:00,C,12/04/2023 05:00,A,12/04/2023 05:09,B,12/04/2023 05:01,A,12/04/2023 05:09,C,12/04/2023 05:01,A,12/04/2023 05:03,A,12/04/2023 05:02,59.96,60.07,59.99,12/04/2023 05:03,12/04/2023 05:06,Válido,-19026.78,56128.79,18551.01,-37577.79,-10601.66,14270.38,1834.36,-12436.02,-9788.08,-2642.97,1632.93,198.44,59041.36,5828.31,8653.66,109400.80,5241.81,7658.40,-108097.50,2540.90,4003.79,-18429.15,2540.90,4003.79,-18429.15,0.00,0.00,-17430.88
12/04/2023 05:20,211.33,210.79,210.83,212.36,48.75,38.60,58.24,49.40,366.02,363.86,367.52,366.67,0.88,0.93,0.92,0.96,IND,IND,IND,IND,8833.62,7597.35,11349.46,-10113.19,4817.94,2914.53,4688.63,-2785.21,10062.08,8137.21,12279.80,10489.71,59.99,101.66,A,208.30,208.81,209.81,360.59,363.53,362.70,210.16,210.10,211.11,362.77,365.46,365.32,210.98,211.03,212.53,364.24,367.80,366.98,33.51,57.21,49.24,40.59,60.03,60.00,58.64,72.03,74.50,0.92,0.91,0.94,IND,IND,IND,0.94,0.92,0.96,IND,IND,IND,0.95,0.93,0.98,IND,IND,IND,A,12/04/2023 05:11,C,12/04/2023 05:19,A,12/04/2023 05:11,B,12/04/2023 05:19,A,12/04/2023 05:10,C,12/04/2023 05:15,B,12/04/2023 05:13,A,12/04/2023 05:12,59.94,60.05,59.99,12/04/2023 05:15,12/04/2023 05:14,Válido,-19025.54,56130.03,18552.25,-37577.79,-10600.92,14271.12,1835.10,-12436.02,-9788.08,-2642.97,1633.67,198.44,59042.81,2792.88,8827.73,109400.80,2336.87,7864.43,-108097.50,1516.58,3992.24,-18429.15,1516.58,3992.24,-18429.15,0.00,0.00,-17430.88
12/04/2023 05:30,213.22,213.15,212.80,213.71,47.01,32.91,55.43,52.70,369.29,367.59,370.17,370.12,0.93,0.95,0.94,0.95,IND,IND,IND,IND,7003.65,6689.66,11041.96,-10727.97,2824.30,2107.14,4145.00,-3427.83,7551.68,7013.67,11794.32,11262.30,60.07,100.96,A,210.68,210.50,211.83,363.46,366.93,366.54,212.33,212.01,213.35,366.17,369.27,369.06,213.44,213.18,214.32,367.98,371.10,370.85,30.19,55.31,49.16,36.62,59.43,53.19,50.85,68.33,65.02,0.90,0.91,0.95,IND,IND,IND,0.94,0.93,0.96,IND,IND,IND,0.96,0.94,0.97,IND,IND,IND,B,12/04/2023 05:20,C,12/04/2023 05:27,A,12/04/2023 05:20,B,12/04/2023 05:27,A,12/04/2023 05:29,B,12/04/2023 05:20,A,12/04/2023 05:21,A,12/04/2023 05:25,59.95,60.09,60.03,12/04/2023 05:23,12/04/2023 05:29,Válido,-19024.19,56131.38,18553.60,-37577.79,-10600.21,14271.82,1835.80,-12436.02,-9788.08,-2642.97,1634.37,198.44,59044.33,8874.17,8874.17,109400.80,7726.35,7726.35,-108097.50,4316.53,4316.53,-18429.15,4316.53,4316.53,-18429.15,0.00,0.00,-17430.88
12/04/2023 05:40,211.51,211.04,211.43,212.05,39.93,32.98,41.64,45.18,366.34,365.04,367.24,366.73,0.89,0.95,0.94,0.97,IND,IND,IND,IND,5597.40,6622.65,8240.40,-9265.65,2808.18,2139.21,3101.46,-2432.48,6262.33,6959.57,8804.73,9579.62,60.02,84.07,A,210.07,210.76,211.60,363.86,366.32,365.50,212.23,211.95,213.17,366.12,368.87,368.92,213.27,212.90,214.17,367.77,370.74,370.38,26.73,41.46,44.58,31.65,50.09,47.82,50.95,64.87,60.96,0.91,0.92,0.94,IND,IND,IND,0.94,0.93,0.96,IND,IND,IND,0.96,0.94,0.97,IND,IND,IND,A,12/04/2023 05:39,C,12/04/2023 05:33,A,12/04/2023 05:39,B,12/04/2023 05:31,A,12/04/2023 05:39,B,12/04/2023 05:30,A,12/04/2023 05:39,A,12/04/2023 05:30,59.97,60.13,60.05,12/04/2023 05:39,12/04/2023 05:30,Válido,-19023.12,56132.45,18554.66,-37577.79,-10599.66,14272.38,1836.36,-12436.02,-9788.08,-2642.97,1634.93,198.44,59045.54,4821.28,8874.17,109400.80,4263.00,7726.35,-108097.50,2227.17,4316.53,-18429.15,2227.17,4316.53,-18429.15,0.00,0.00,-17430.88
12/04/2023 05:50,213.60,212.80,213.69,214.30,43.80,42.07,44.65,44.68,369.95,368.82,371.36,369.68,0.94,0.97,0.94,0.97,IND,IND,IND,IND,8383.27,8703.99,8965.72,-9286.44,3021.30,2092.38,3265.94,-2337.03,8911.08,8951.96,9542.04,9576.00,59.98,91.35,A,210.19,210.61,211.32,363.94,366.43,365.56,211.31,212.15,212.73,366.04,368.62,367.22,212.97,213.90,214.45,369.09,371.68,369.98,29.09,39.87,40.06,38.37,42.65,44.36,62.43,60.40,58.51,0.94,0.92,0.94,IND,IND,IND,0.96,0.94,0.97,IND,IND,IND,0.98,0.95,0.98,IND,IND,IND,A,12/04/2023 05:47,C,12/04/2023 05:49,A,12/04/2023 05:40,B,12/04/2023 05:49,A,12/04/2023 05:46,A,12/04/2023 05:48,B,12/04/2023 05:43,A,12/04/2023 05:49,59.94,60.04,59.99,12/04/2023 05:46,12/04/2023 05:41,Válido,-19021.92,56133.65,18555.86,-37577.79,-10599.19,14272.84,1836.83,-12436.02,-9788.08,-2642.97,1635.39,198.44,59046.83,2902.45,7083.99,109400.80,2738.93,6330.29,-108097.50,952.65,3140.28,-18429.15,952.65,3140.28,-18429.15,0.00,0.00,-17430.88
12/04/2023 06:00,214.85,214.60,214.36,215.59,43.51,28.84,59.22,42.48,372.13,369.78,373.70,372.90,0.98,0.95,0.98,0.96,IND,IND,IND,IND,9479.06,5868.80,12434.46,-8824.19,2079.54,1966.97,2560.73,-2448.15,9704.49,6189.65,12695.40,9157.50,60.01,86.54,A,212.51,213.01,213.34,367.80,369.85,369.24,213.37,213.97,214.64,369.13,371.90,370.90,214.64,214.80,215.65,370.46,373.78,372.95,28.70,36.06,40.22,36.13,47.35,46.03,55.16,65.27,61.72,0.92,0.93,0.95,IND,IND,IND,0.95,0.96,0.97,IND,IND,IND,0.97,0.98,0.99,IND,IND,IND,A,12/04/2023 05:56,C,12/04/2023 05:59,A,12/04/2023 05:51,B,12/04/2023 05:59,A,12/04/2023 05:59,B,12/04/2023 05:59,A,12/04/2023 05:55,A,12/04/2023 05:50,59.97,60.04,60.01,12/04/2023 05:50,12/04/2023 05:52,Válido,-19020.69,56134.88,18557.10,-37577.79,-10598.69,14273.34,1837.33,-12436.02,-9788.08,-2642.97,1635.90,198.44,59048.18,8290.54,8290.54,109400.80,7673.52,7673.52,-108097.50,2962.42,2962.42,-18429.15,2962.42,2962.42,-18429.15,0.00,0.00,-17430.88
12/04/2023 06:10,213.38,212.88,213.43,213.82,48.32,44.54,45.01,55.40,369.57,368.53,370.35,369.84,0.98,0.98,0.96,0.97,IND,IND,IND,IND,7078.76,9327.29,9269.53,-11518.06,1452.09,1704.16,2519.28,-2771.35,7226.16,9481.70,9605.78,11846.78,60.02,102.98,A,212.71,212.55,212.92,367.48,368.33,369.48,214.26,214.06,214.73,369.60,372.09,372.08,215.79,215.76,216.38,372.30,375.11,374.75,19.93,35.47,36.01,27.72,49.42,47.94,44.60,76.93,61.82,0.92,0.94,0.95,IND,IND,IND,0.97,0.97,0.97,IND,IND,IND,0.99,0.99,0.98,IND,IND,IND,B,12/04/2023 06:06,C,12/04/2023 06:01,A,12/04/2023 06:06,B,12/04/2023 06:01,A,12/04/2023 06:06,B,12/04/2023 06:01,A,12/04/2023 06:02,A,12/04/2023 06:06,59.97,60.04,60.00,12/04/2023 06:07,12/04/2023 06:04,Válido,-19019.68,56135.89,18558.11,-37577.79,-10598.47,14273.56,1837.55,-12436.02,-9788.08,-2642.97,1636.11,198.44,59049.21,4152.31,8290.54,109400.80,4048.25,7673.52,-108097.50,871.00,2962.42,-18429.15,870.99,2962.42,-18429.15,0.00,0.00,-17430.88
12/04/2023 06:20,213.72,213.48,213.94,213.75,28.39,19.85,23.08,42.25,370.17,369.59,370.41,370.52,0.24,0.97,0.88,0.96,CAP,IND,IND,IND,-183.72,4108.00,4349.11,-8640.83,748.83,1039.88,2336.27,-2627.32,771.04,4237.57,4936.90,9031.43,59.99,68.39,A,212.07,212.56,212.89,366.97,369.23,368.69,213.21,213.65,214.22,369.02,371.20,370.15,213.84,214.20,215.06,370.07,372.53,371.41,19.49,22.52,25.41,24.38,30.05,32.11,55.16,53.51,55.32,0.95,0.88,0.92,IND,IND,IND,0.97,0.91,0.94,IND,IND,IND,0.99,0.97,0.97,IND,IND,IND,A,12/04/2023 06:11,C,12/04/2023 06:10,A,12/04/2023 06:12,B,12/04/2023 06:10,A,12/04/2023 06:17,C,12/04/2023 06:10,B,12/04/2023 06:19,A,12/04/2023 06:11,59.95,60.05,60.00,12/04/2023 06:13,12/04/2023 06:14,Válido,-19018.94,56136.64,18558.85,-37577.79,-10598.22,14273.82,1837.80,-12436.02,-9788.08,-2642.97,1636.35,198.46,59050.03,994.56,6413.98,109400.80,770.97,6232.01,-108097.50,463.68,1429.17,-18429.15,379.48,1429.16,-18429.15,84.21,0.00,-17430.88
12/04/2023 06:30,213.48,213.40,212.92,214.13,43.61,26.16,61.42,43.26,369.75,367.33,371.19,370.74,0.98,0.95,0.99,0.98,IND,IND,IND,IND,9174.39,5318.67,12911.67,-9055.94,1816.56,1692.85,2068.95,-1945.24,9352.51,5581.57,13076.38,9262.51,60.04,89.93,A,212.79,212.26,212.50,366.05,368.32,369.39,213.40,213.64,213.76,368.92,370.41,370.55,213.86,214.64,215.20,370.77,373.09,371.34,19.60,19.05,20.34,24.20,36.43,46.55,36.25,64.99,75.04,0.93,0.84,0.90,IND,IND,IND,0.96,0.94,0.97,IND,IND,IND,0.98,0.99,0.99,IND,IND,IND,B,12/04/2023 06:29,C,12/04/2023 06:26,A,12/04/2023 06:29,B,12/04/2023 06:26,B,12/04/2023 06:24,C,12/04/2023 06:23,B,12/04/2023 06:23,A,12/04/2023 06:20,59.96,60.07,60.02,12/04/2023 06:25,12/04/2023 06:21,Válido,-19018.50,56137.55,18559.52,-37578.03,-10597.96,14274.08,1838.06,-12436.02,-9788.08,-2642.97,1636.54,198.53,59050.99,4845.74,4845.74,109400.80,2510.70,2510.70,-108097.50,1502.29,1502.29,-18429.15,1133.66,1133.66,-18429.15,368.63,368.63,-17430.88
12/04/2023 06:40,213.52,212.91,213.62,214.03,25.29,27.32,21.74,26.81,369.83,369.12,370.83,369.53,0.96,0.96,0.86,0.88,IND,IND,IND,IND,4537.05,5566.65,4007.14,-5036.75,1284.17,1686.19,2347.69,-2749.71,4715.28,5816.43,4644.22,5738.44,60.00,56.30,A,211.28,211.62,211.32,365.20,366.44,366.93,212.40,212.84,212.92,367.38,369.16,368.77,213.46,213.74,214.16,369.28,371.27,370.79,19.36,20.30,26.22,25.34,36.75,43.87,41.53,78.86,71.33,0.90,0.84,0.87,IND,IND,IND,0.94,0.95,0.97,IND,IND,IND,0.98,0.99,0.99,IND,IND,IND,A,12/04/2023 06:32,C,12/04/2023 06:30,A,12/04/2023 06:30,B,12/04/2023 06:30,A,12/04/2023 06:38,B,12/04/2023 06:30,B,12/04/2023 06:39,A,12/04/2023 06:39,59.96,60.05,60.00,12/04/2023 06:35,12/04/2023 06:30,Válido,-19017.91,56138.14,18560.11,-37578.03,-10597.69,14274.35,1838.33,-12436.02,-9788.08,-2642.97,1636.80,198.54,59051.67,2712.17,4845.74,109400.80,2351.46,2510.70,-108097.50,1078.29,1502.29,-18429.15,1042.72,1133.66,-18429.15,35.56,368.63,-17430.88
12/04/2023 06:50,212.20,211.22,212.48,212.91,37.13,39.33,40.07,32.00,367.54,366.31,369.68,366.63,0.99,0.97,0.97,0.91,IND,IND,IND,IND,10080.92,8020.42,8272.84,-6212.34,1373.20,2161.66,2010.13,-2798.60,10174.02,8306.62,8513.55,6813.61,59.96,71.21,A,210.71,211.63,212.66,364.81,369.04,365.53,212.24,212.99,213.60,367.47,370.67,368.34,213.15,214.08,214.55,369.67,372.27,370.11,26.22,16.90,22.51,35.07,41.79,32.20,61.71,68.23,52.80,0.93,0.73,0.79,IND,IND,IND,0.96,0.96,0.90,IND,IND,IND,0.99,0.99,0.95,IND,IND,IND,A,12/04/2023 06:49,C,12/04/2023 06:42,A,12/04/2023 06:49,B,12/04/2023 06:46,B,12/04/2023 06:40,B,12/04/2023 06:46,B,12/04/2023 06:40,A,12/04/2023 06:48,59.94,60.04,60.00,12/04/2023 06:48,12/04/2023 06:47,Válido,-19016.33,56139.73,18561.70,-37578.03,-10597.47,14274.56,1838.55,-12436.02,-9788.08,-2642.97,1637.01,198.54,59053.29,4325.09,4847.40,109400.80,4299.21,4402.28,-108097.50,464.81,1479.84,-18429.15,464.81,1429.57,-18429.15,0.00,50.27,-17430.88
12/04/2023 07:00,214.46,213.23,214.38,215.77,21.83,30.45,22.01,13.03,371.46,370.11,373.57,370.69,0.93,0.95,0.80,0.76,IND,IND,IND,IND,7801.85,6179.92,3768.87,-2146.94,3014.46,1991.86,2838.92,-1816.32,8363.96,6492.99,4718.46,2812.19,60.00,46.99,A,211.19,210.99,212.50,364.07,368.95,366.56,212.54,213.61,214.33,368.51,371.63,369.19,213.79,215.55,216.26,371.86,374.75,371.60,16.32,10.09,10.91,25.78,26.36,20.53,39.34,60.00,40.16,0.84,0.54,0.69,IND,IND,IND,0.94,0.89,0.85,IND,IND,IND,0.97,0.98,0.95,IND,IND,IND,B,12/04/2023 06:52,C,12/04/2023 06:58,A,12/04/2023 06:52,B,12/04/2023 06:58,B,12/04/2023 06:58,B,12/04/2023 06:52,B,12/04/2023 06:58,A,12/04/2023 06:59,59.95,60.06,60.01,12/04/2023 06:52,12/04/2023 06:55,Válido,-19015.26,56140.80,18562.77,-37578.03,-10597.14,14274.90,1838.88,-12436.02,-9788.08,-2642.97,1637.34,198.54,59054.40,8808.85,8808.85,109400.80,8559.32,8559.32,-108097.50,1799.59,1799.59,-18429.15,1799.59,1799.59,-18429.15,0.00,0.00,-17430.88
12/04/2023 07:10,215.70,214.99,215.53,216.58,12.16,12.05,14.83,9.59,373.60,372.54,375.05,373.22,0.80,0.82,0.40,0.11,IND,IND,IND,IND,3155.63,2115.47,1269.53,-229.37,2363.88,1496.65,2932.46,-2065.24,3942.83,2591.37,3195.46,2077.93,60.04,27.27,A,210.31,211.99,212.70,365.87,368.57,365.82,212.93,214.09,214.95,369.47,372.44,370.00,215.14,215.68,216.73,372.76,375.37,373.47,11.94,14.47,9.33,26.64,21.54,18.32,42.80,43.60,40.39,0.81,0.39,0.09,IND,IND,IND,0.89,0.79,0.76,IND,IND,IND,0.97,0.95,0.97,IND,IND,IND,A,12/04/2023 07:07,C,12/04/2023 07:09,C,12/04/2023 07:07,B,12/04/2023 07:09,C,12/04/2023 07:09,B,12/04/2023 07:04,C,12/04/2023 07:09,A,12/04/2023 07:03,59.96,60.07,60.00,12/04/2023 07:08,12/04/2023 07:01,Válido,-19014.33,56141.73,18563.70,-37578.03,-10596.63,14275.40,1839.38,-12436.02,-9788.08,-2642.97,1637.84,198.54,59055.48,4328.36,8808.85,109400.80,3744.47,8559.32,-108097.50,2003.98,1799.59,-18429.15,2003.55,1799.59,-18429.15,0.44,0.00,-17430.88
12/04/2023 07:20,216.03,215.15,215.99,216.94,18.10,26.27,16.01,12.00,374.16,373.66,375.76,373.08,0.95,0.95,0.48,0.03,IND,IND,IND,CAP,7076.10,5354.25,1654.83,67.02,2248.16,1813.01,3037.43,-2602.27,7424.65,5652.88,3458.96,2603.14,60.03,43.13,A,214.40,214.75,216.16,371.15,374.35,371.87,215.42,215.59,216.87,372.93,375.42,373.80,215.98,216.28,217.31,374.20,376.51,374.69,10.04,13.14,7.63,14.71,19.01,9.42,41.55,33.87,15.52,0.64,0.00,0.00,IND,IND,IND,0.79,0.59,0.68,IND,IND,CAP,0.98,0.00,0.00,IND,CAP,CAP,A,12/04/2023 07:18,C,12/04/2023 07:18,A,12/04/2023 07:11,B,12/04/2023 07:19,C,12/04/2023 07:13,A,12/04/2023 07:19,C,12/04/2023 07:12,A,12/04/2023 07:19,59.97,60.05,60.01,12/04/2023 07:14,12/04/2023 07:17,Válido,-19013.47,56142.59,18564.56,-37578.03,-10596.20,14275.84,1839.82,-12436.02,-9788.08,-2642.97,1638.28,198.54,59056.48,2546.65,5766.10,109400.80,2361.11,4812.69,-108097.50,842.36,2921.70,-18429.15,842.36,2921.26,-18429.15,0.00,0.44,-17430.88
12/04/2023 07:30,216.94,216.27,216.81,217.76,12.08,8.76,17.11,10.37,375.76,375.08,376.67,375.52,0.06,0.39,0.52,0.45,CAP,IND,CAP,CAP,-176.09,741.64,-1941.06,1023.34,2891.13,1742.85,3162.34,-2014.07,2896.49,1894.09,3710.54,2259.13,60.02,30.75,A,214.57,215.20,215.98,371.67,374.81,372.21,215.64,216.41,217.06,374.06,376.10,374.11,216.50,217.24,217.90,375.52,377.42,375.95,8.21,12.14,9.52,14.20,17.98,13.10,27.01,37.07,22.88,0.21,0.00,0.00,IND,IND,IND,0.64,0.94,1.00,IND,CAP,CAP,0.95,0.00,0.00,IND,CAP,CAP,A,12/04/2023 07:20,C,12/04/2023 07:29,A,12/04/2023 07:21,B,12/04/2023 07:26,A,12/04/2023 07:29,B,12/04/2023 07:21,C,12/04/2023 07:26,A,12/04/2023 07:20,60.01,60.08,60.04,12/04/2023 07:20,12/04/2023 07:26,Válido,-19013.02,56143.28,18565.13,-37578.15,-10595.80,14276.23,1840.21,-12436.02,-9788.08,-2642.97,1638.55,198.67,59057.32,5912.93,5912.93,109400.80,4168.49,4168.49,-108097.50,2408.24,2408.24,-18429.15,1909.12,1909.12,-18429.15,499.12,499.12,-17430.88
12/04/2023 07:40,217.48,216.67,216.91,218.86,18.45,7.97,23.02,24.36,376.69,375.54,377.87,376.65,0.18,0.32,0.81,0.98,IND,CAP,CAP,CAP,637.25,-543.98,-4034.75,5215.98,3473.88,1638.68,2942.30,-1107.10,3531.85,1726.61,4993.63,5332.18,60.00,40.82,A,215.61,215.83,217.41,373.55,376.00,374.90,216.37,216.49,218.22,374.79,377.10,375.81,216.67,217.10,218.86,375.56,377.92,376.65,7.24,14.47,9.97,8.27,18.14,18.86,14.26,23.02,24.54,0.00,0.01,0.16,IND,IND,IND,0.82,0.58,0.90,IND,CAP,CAP,0.00,0.00,0.44,CAP,CAP,CAP,A,12/04/2023 07:38,C,12/04/2023 07:40,A,12/04/2023 07:31,B,12/04/2023 07:39,A,12/04/2023 07:36,C,12/04/2023 07:39,A,12/04/2023 07:37,A,12/04/2023 07:30,59.97,60.06,60.01,12/04/2023 07:35,12/04/2023 07:33,Válido,-19012.70,56143.61,18565.45,-37578.15,-10595.25,14276.78,1840.77,-12436.02,-9788.08,-2642.97,1639.10,198.67,59057.97,2588.73,5912.93,109400.80,1257.64,4168.49,-108097.50,2218.10,2408.24,-18429.15,2197.86,1909.12,-18429.15,20.24,499.12,-17430.88
12/04/2023 07:50,217.56,216.78,216.70,219.22,18.37,9.27,13.82,32.03,376.83,374.82,378.97,376.69,0.88,0.21,0.12,0.97,IND,CAP,CAP,CAP,6079.15,-414.14,-346.44,6839.74,3355.75,1966.38,2974.59,-1585.21,6943.86,2009.51,2994.69,7021.03,59.99,34.32,A,216.19,215.48,218.01,372.93,376.71,375.72,216.85,216.75,218.99,375.09,378.55,376.67,217.29,217.72,219.44,376.83,379.47,377.41,7.40,13.14,15.39,8.88,17.89,28.39,12.25,30.36,32.22,0.00,0.00,0.98,IND,IND,CAP,0.42,0.92,0.97,CAP,CAP,CAP,0.00,0.00,0.84,CAP,CAP,CAP,B,12/04/2023 07:46,C,12/04/2023 07:45,A,12/04/2023 07:46,B,12/04/2023 07:46,A,12/04/2023 07:42,C,12/04/2023 07:46,A,12/04/2023 07:42,C,12/04/2023 07:43,59.97,60.05,60.01,12/04/2023 07:41,12/04/2023 07:45,Válido,-19012.01,56144.30,18566.15,-37578.15,-10594.69,14277.35,1841.33,-12436.02,-9788.08,-2642.97,1639.66,198.67,59058.91,2372.54,3982.41,109400.80,2098.07,1947.30,-108097.50,1095.23,3371.06,-18429.15,1095.23,3348.28,-18429.15,0.00,22.77,-17430.88
