Registro,V avg [V],Van [V],Vbn [V],Vcn [V],I avg [A],Ia [A],Ib [A] ,Ic [A],U avg [V],Uab [V],Ubc [V],Uca [V],PF,PFa,PFb,PFc,LC,LCa,LCb,LCc,P [W],Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa [VA],Sb [VA],Sc [VA],F [Hz],In [A],p @ F,Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],PFa min,PFb min,PFc min,LCa min,LCb min,LCc min,PFa avg,PFb avg,PFc avg,LCa avg,LCb avg,LCc avg,PFa max,PFb max,PFc max,LCa max,LCb max,LCc max,p @ V min,ts @ V min,p @ V max,ts @ V max,pg @ U min,ts @ U min,pg @ U max,ts @ U max,q @ I min,ts @ I min,q @ I max,ts @ I max,p @ PF min,ts @ PF min,p @ PF max,ts @ PF max,F min [Hz],F max [Hz],F avg [Hz],ts @ F min,ts @ F max,Status,Va evt ,Vb evt ,Vc evt ,Ph [kWh],Ph sum [kWh],Ph fwd [kWh],Ph rev [kWh],Qh [kVArh],Qh sum [kVArh],Qh fwd [kVArh],Qh rev [kVArh],Qh rev {i} [kVArh],Qh rev {c} [kVArh],Qh fwd {i} [kVArh],Qh fwd {c} [kVArh],Sh [kVAh],Sd pred [VA],Sd [VA],Sd peak [VA],Pd pred [W],Pd [W],Pd peak [W],Qd pred [VAr],Qd [VAr],Qd peak [VAr],Qd pred {i} [VAr],Qd {i} [VAr],Qd peak {i} [VAr],Qd pred {c} [VAr],Qd {c} [VAr],Qd peak {c} [VAr]
10/04/2023 03:00,220.50,219.00,221.45,221.04,79.65,115.56,55.52,67.85,381.91,380.11,383.96,381.67,0.98,0.98,0.99,0.99,IND,IND,IND,IND,-51755.95,-24700.85,-12165.26,-14889.84,-9100.49,-5511.72,-1787.72,-1801.05,52549.95,25308.32,12295.92,14998.37,59.99,55.12,A,217.62,220.35,220.10,377.89,382.14,380.43,218.72,221.26,221.20,379.55,383.59,382.02,219.63,221.62,221.54,381.17,384.41,382.66,101.26,55.14,50.68,129.61,65.26,62.04,159.96,101.79,95.24,0.95,0.97,0.96,IND,IND,IND,-0.98,-0.99,-0.98,IND,IND,IND,0.98,0.99,0.99,IND,IND,IND,A,10/04/2023 02:55,B,10/04/2023 02:53,A,10/04/2023 02:55,B,10/04/2023 02:58,C,10/04/2023 02:53,A,10/04/2023 02:54,A,10/04/2023 02:50,A,31/12/1969 21:00,59.97,60.03,60.00,10/04/2023 02:59,10/04/2023 02:50,Válido,None,None,None,-9.26,9.26,0.00,-9.26,-1.69,1.69,0.00,-1.69,-1.69,0.00,0.00,0.00,9.41,23.36,57535.79,136929.20,-23.01,-56573.18,-133741.80,-4.05,-10457.00,-29362.97,-4.05,-10457.00,-29362.97,0.00,0.00,-23706.50
10/04/2023 03:10,220.02,218.27,221.10,220.69,68.75,110.24,44.96,51.05,381.08,379.11,383.19,380.94,0.98,0.96,0.99,0.98,IND,IND,IND,IND,-44136.72,-23215.06,-9833.83,-11087.83,-9770.02,-6329.59,-1447.28,-1993.15,45205.12,24062.47,9939.76,11265.55,59.99,65.54,A,217.89,220.47,219.75,378.33,382.36,379.87,218.55,221.26,220.76,379.42,383.53,381.17,219.14,221.56,221.20,380.42,384.21,381.84,106.41,40.12,51.00,117.63,51.01,63.59,138.38,70.44,86.71,0.96,0.97,0.97,IND,IND,IND,-0.97,-0.99,-0.99,IND,IND,IND,0.98,1.00,0.99,IND,IND,IND,A,10/04/2023 03:05,B,10/04/2023 03:04,A,10/04/2023 03:05,B,10/04/2023 03:00,B,10/04/2023 03:09,A,10/04/2023 03:05,A,10/04/2023 03:08,A,31/12/1969 21:00,59.96,60.03,59.99,10/04/2023 03:02,10/04/2023 03:02,Válido,None,None,None,-8.35,8.35,0.00,-8.35,-1.54,1.54,0.00,-1.54,-1.54,0.00,0.00,0.00,8.50,34004.60,57535.79,136929.20,-33437.02,-56573.18,-133741.80,-6171.30,-10457.00,-29362.97,-6171.30,-10457.00,-29362.97,0.00,0.00,-23706.50
10/04/2023 03:20,219.97,218.54,220.96,220.39,72.68,109.44,53.36,55.25,380.99,379.47,382.66,380.83,0.98,0.98,0.99,0.98,IND,IND,IND,IND,-46987.57,-23339.71,-11682.34,-11965.52,-9074.82,-5222.03,-1595.96,-2256.82,47855.87,23916.77,11790.86,12176.49,60.02,59.71,A,217.24,220.21,219.80,377.76,381.85,379.78,218.28,221.06,220.57,378.91,383.10,380.96,218.77,221.38,220.94,379.82,383.76,381.69,108.42,44.60,46.39,121.69,50.63,58.70,149.72,67.98,74.70,0.95,0.97,0.96,IND,IND,IND,-0.98,-0.99,-0.99,IND,IND,IND,0.99,1.00,1.00,IND,IND,IND,A,10/04/2023 03:10,B,10/04/2023 03:13,A,10/04/2023 03:15,B,10/04/2023 03:14,B,10/04/2023 03:10,A,10/04/2023 03:15,A,10/04/2023 03:10,A,31/12/1969 21:00,59.97,60.03,60.00,10/04/2023 03:16,10/04/2023 03:10,Válido,None,None,None,-8.32,8.32,0.00,-8.32,-1.42,1.42,0.00,-1.42,-1.42,0.00,0.00,0.00,8.44,17424.65,50346.49,136929.20,-17197.73,-49514.43,-133741.80,-2792.46,-9076.14,-29362.97,-2792.46,-9076.14,-29362.97,0.00,0.00,-23706.50
10/04/2023 03:30,220.47,219.05,221.47,220.88,72.45,111.96,46.69,58.71,381.85,380.00,383.75,381.81,0.98,0.98,0.98,0.98,IND,IND,IND,IND,-46851.00,-24014.88,-10171.42,-12664.71,-9616.47,-4975.47,-1855.69,-2785.31,47827.74,24524.88,10339.31,12967.37,60.00,63.85,A,217.72,220.06,219.72,378.34,381.87,380.05,218.69,221.04,220.72,379.65,383.02,381.23,219.14,221.60,221.03,380.30,383.85,381.89,101.29,46.64,51.67,111.41,58.85,58.92,135.69,75.94,81.26,0.96,0.96,0.96,IND,IND,IND,-0.97,-0.99,-0.99,IND,IND,IND,0.98,0.99,0.99,IND,IND,IND,A,10/04/2023 03:22,B,10/04/2023 03:29,A,10/04/2023 03:23,B,10/04/2023 03:29,B,10/04/2023 03:29,A,10/04/2023 03:27,A,10/04/2023 03:22,A,31/12/1969 21:00,59.98,60.05,60.01,10/04/2023 03:22,10/04/2023 03:20,Válido,None,None,None,-8.23,8.23,0.00,-8.23,-1.60,1.60,0.00,-1.60,-1.60,0.00,0.00,0.00,8.39,10.63,50971.17,136929.20,-10.41,-50127.28,-133741.80,-2.14,-9188.06,-29362.97,-2.14,-9188.06,-29362.97,0.00,0.00,-23706.50
10/04/2023 03:40,220.81,219.40,221.75,221.27,66.31,107.97,43.60,47.38,382.44,380.56,384.12,382.65,0.98,0.98,0.99,0.96,IND,IND,IND,IND,-42885.21,-23225.27,-9546.35,-10113.59,-8947.43,-4659.43,-1527.96,-2760.03,43808.65,23688.04,9667.86,10483.44,60.00,68.79,A,217.31,220.90,220.08,377.80,382.97,380.97,219.14,221.60,220.95,380.19,383.90,381.97,219.69,222.01,221.41,381.21,384.52,382.83,102.19,42.38,47.24,115.84,49.75,61.07,154.76,67.31,82.20,0.96,0.96,0.95,IND,IND,IND,-0.98,-0.99,-0.98,IND,IND,IND,0.99,1.00,0.99,IND,IND,IND,A,10/04/2023 03:31,B,10/04/2023 03:39,A,10/04/2023 03:31,B,10/04/2023 03:35,B,10/04/2023 03:38,A,10/04/2023 03:31,C,10/04/2023 03:31,A,31/12/1969 21:00,59.98,60.04,60.00,10/04/2023 03:36,10/04/2023 03:30,Válido,None,None,None,-8.18,8.18,0.00,-8.18,-1.47,1.47,0.00,-1.47,-1.47,0.00,0.00,0.00,8.31,33262.72,50971.17,136929.20,-32732.39,-50127.28,-133741.80,-5881.02,-9188.06,-29362.97,-5881.02,-9188.06,-29362.97,0.00,0.00,-23706.50
10/04/2023 03:50,220.72,219.55,221.63,221.00,73.52,101.58,55.34,63.65,382.30,381.12,383.84,381.94,0.98,0.97,0.99,0.98,IND,IND,IND,IND,-47631.39,-21656.64,-12143.67,-13831.08,-9602.61,-5325.47,-1720.27,-2556.86,48589.70,22301.81,12264.91,14065.43,60.00,47.13,A,217.94,221.14,220.12,378.34,383.18,380.76,219.03,221.71,220.96,380.01,383.99,382.06,219.57,222.10,221.40,381.19,384.52,382.87,101.08,39.71,46.89,122.70,47.72,60.54,150.30,63.35,79.37,0.97,0.97,0.94,IND,IND,IND,-0.98,-0.99,-0.98,IND,IND,IND,0.99,1.00,0.99,IND,IND,IND,A,10/04/2023 03:45,B,10/04/2023 03:41,A,10/04/2023 03:45,B,10/04/2023 03:47,B,10/04/2023 03:44,A,10/04/2023 03:45,C,10/04/2023 03:41,A,31/12/1969 21:00,59.97,60.03,60.00,10/04/2023 03:44,10/04/2023 03:46,Válido,None,None,None,-8.32,8.32,0.00,-8.32,-1.58,1.58,0.00,-1.58,-1.58,0.00,0.00,0.00,8.47,17215.44,49910.93,136929.20,-16887.99,-49107.28,-133741.80,-3334.43,-8880.14,-29362.97,-3334.43,-8880.14,-29362.97,0.00,0.00,-23706.50
10/04/2023 04:00,220.77,219.35,221.93,221.02,77.65,118.16,50.53,64.25,382.37,380.68,384.19,382.25,0.98,0.98,0.99,0.96,IND,IND,IND,IND,-50107.19,-25290.66,-11114.54,-13701.99,-10889.73,-5674.35,-1483.20,-3732.18,51276.86,25919.40,11213.07,14201.19,60.00,70.79,A,218.27,221.00,220.54,379.14,383.25,381.59,219.48,221.86,221.26,380.76,384.28,382.58,219.94,222.31,221.67,381.71,384.79,383.52,95.71,43.88,49.80,114.02,51.10,58.25,140.62,65.36,77.56,0.96,0.96,0.94,IND,IND,IND,-0.98,-0.99,-0.97,IND,IND,IND,0.99,0.99,0.98,IND,IND,IND,A,10/04/2023 03:54,B,10/04/2023 03:58,A,10/04/2023 03:54,B,10/04/2023 03:59,B,10/04/2023 03:52,A,10/04/2023 03:54,C,10/04/2023 03:58,A,31/12/1969 21:00,59.97,60.05,60.01,10/04/2023 03:54,10/04/2023 03:56,Válido,None,None,None,-8.05,8.05,0.00,-8.05,-1.56,1.56,0.00,-1.56,-1.56,0.00,0.00,0.00,8.20,11.39,50010.16,136929.20,-11.13,-49078.26,-133741.80,-2.42,-9589.87,-29362.97,-2.42,-9589.87,-29362.97,0.00,0.00,-23706.50
10/04/2023 04:10,220.42,218.87,221.60,220.78,75.29,120.27,43.06,62.53,381.76,379.74,383.95,381.60,0.98,0.98,0.98,0.98,IND,IND,IND,IND,-48712.77,-25780.93,-9379.49,-13552.34,-9699.15,-5319.85,-1754.10,-2625.20,49668.98,26324.08,9542.11,13804.26,60.01,71.87,A,218.36,221.20,220.00,379.02,383.36,380.54,219.12,221.81,220.76,380.26,384.21,381.59,219.50,222.20,221.23,381.00,384.81,382.34,104.60,39.61,62.53,116.18,45.19,70.57,135.55,62.69,90.52,0.96,0.97,0.96,IND,IND,IND,-0.98,-0.99,-0.98,IND,IND,IND,0.98,1.00,0.99,IND,IND,IND,A,10/04/2023 04:02,B,10/04/2023 04:03,A,10/04/2023 04:08,B,10/04/2023 04:03,B,10/04/2023 04:03,A,10/04/2023 04:02,C,10/04/2023 04:00,A,31/12/1969 21:00,59.96,60.04,60.00,10/04/2023 04:06,10/04/2023 04:05,Válido,None,None,None,-8.35,8.35,0.00,-8.35,-1.61,1.61,0.00,-1.61,-1.61,0.00,0.00,0.00,8.50,34029.66,50010.16,136929.20,-33409.61,-49078.26,-133741.80,-6457.76,-9589.87,-29362.97,-6457.76,-9589.87,-29362.97,0.00,0.00,-23706.50
10/04/2023 04:20,220.05,218.77,221.05,220.34,76.03,119.33,49.16,59.60,381.13,379.29,382.83,381.28,0.99,0.99,0.99,0.98,IND,IND,IND,IND,-49510.68,-25831.19,-10780.21,-12899.28,-7605.67,-3766.80,-1374.57,-2464.30,50091.45,26104.39,10867.49,13132.56,60.02,70.78,A,217.50,220.69,219.47,378.12,382.47,379.55,218.80,221.41,220.52,379.64,383.72,381.03,219.23,221.76,220.98,380.49,384.46,381.68,100.26,34.92,59.56,112.71,42.61,68.74,137.22,57.22,96.25,0.96,0.96,0.96,IND,IND,IND,-0.98,-0.99,-0.99,IND,IND,IND,0.99,0.99,0.99,IND,IND,IND,A,10/04/2023 04:17,B,10/04/2023 04:13,A,10/04/2023 04:17,B,10/04/2023 04:16,B,10/04/2023 04:16,A,10/04/2023 04:17,A,10/04/2023 04:17,A,31/12/1969 21:00,59.96,60.04,60.00,10/04/2023 04:17,10/04/2023 04:16,Válido,None,None,None,-8.07,8.07,0.00,-8.07,-1.48,1.48,0.00,-1.48,-1.48,0.00,0.00,0.00,8.20,16464.44,50384.69,136929.20,-16222.04,-49461.97,-133741.80,-2808.69,-9586.78,-29362.97,-2808.69,-9586.78,-29362.97,0.00,0.00,-23706.50
10/04/2023 04:30,220.45,219.06,221.36,220.93,75.00,111.80,56.09,57.11,381.82,380.11,383.49,381.87,0.98,0.98,0.98,0.97,IND,IND,IND,IND,-48419.34,-23972.55,-12218.32,-12228.46,-10329.47,-5012.75,-2210.82,-3105.91,49508.89,24491.04,12416.73,12616.73,60.03,61.22,A,217.55,220.28,219.76,377.63,381.73,380.69,218.67,221.06,220.52,379.24,382.97,381.36,219.18,221.45,221.01,380.27,383.67,382.09,97.25,42.64,45.65,116.79,49.78,54.95,149.89,64.86,77.79,0.97,0.95,0.94,IND,IND,IND,-0.98,-0.98,-0.97,IND,IND,IND,0.99,1.00,0.98,IND,IND,IND,A,10/04/2023 04:22,B,10/04/2023 04:29,A,10/04/2023 04:22,B,10/04/2023 04:29,B,10/04/2023 04:25,A,10/04/2023 04:22,C,10/04/2023 04:29,A,31/12/1969 21:00,59.97,60.05,60.00,10/04/2023 04:28,10/04/2023 04:29,Válido,None,None,None,-7.97,7.97,0.00,-7.97,-1.49,1.49,0.00,-1.49,-1.49,0.00,0.00,0.00,8.11,11.00,48877.16,136929.20,-10.76,-48073.97,-133741.80,-2.30,-8754.63,-29362.97,-2.30,-8754.63,-29362.97,0.00,0.00,-23706.50
