Registro,V avg [V],Van [V],Vbn [V],Vcn [V],I avg [A],Ia [A],Ib [A] ,Ic [A],U avg [V],Uab [V],Ubc [V],Uca [V],PF,PFa,PFb,PFc,LC,LCa,LCb,LCc,P [W],Pa [W],Pb [W],Pc [W],Q [VAr],Qa [VAr],Qb [VAr],Qc [VAr],S [VA],Sa [VA],Sb [VA],Sc [VA],F [Hz],In [A],p @ F,Van min [V],Vbn min [V],Vcn min [V],Uab min [V],Ubc min [V],Uca min [V],Van avg [V],Vbn avg [V],Vcn avg [V],Uab avg [V],Ubc avg [V],Uca avg [V],Van max [V],Vbn max [V],Vcn max [V],Uab max [V],Ubc max [V],Uca max [V],Ia min [A],Ib min [A],Ic min [A],Ia avg [A],Ib avg [A],Ic avg [A],Ia max [A],Ib max [A],Ic max [A],PFa min,PFb min,PFc min,LCa min,LCb min,LCc min,PFa avg,PFb avg,PFc avg,LCa avg,LCb avg,LCc avg,PFa max,PFb max,PFc max,LCa max,LCb max,LCc max,p @ V min,ts @ V min,p @ V max,ts @ V max,pg @ U min,ts @ U min,pg @ U max,ts @ U max,q @ I min,ts @ I min,q @ I max,ts @ I max,p @ PF min,ts @ PF min,p @ PF max,ts @ PF max,F min [Hz],F max [Hz],F avg [Hz],ts @ F min,ts @ F max,Status,Va evt ,Vb evt ,Vc evt ,Ph [kWh],Ph sum [kWh],Ph fwd [kWh],Ph rev [kWh],Qh [kVArh],Qh sum [kVArh],Qh fwd [kVArh],Qh rev [kVArh],Qh rev {i} [kVArh],Qh rev {c} [kVArh],Qh fwd {i} [kVArh],Qh fwd {c} [kVArh],Sh [kVAh],Sd pred [VA],Sd [VA],Sd peak [VA],Pd pred [W],Pd [W],Pd peak [W],Qd pred [VAr],Qd [VAr],Qd peak [VAr],Qd pred {i} [VAr],Qd {i} [VAr],Qd peak {i} [VAr],Qd pred {c} [VAr],Qd {c} [VAr],Qd peak {c} [VAr]
06/04/2023 17:40,231.22,230.37,231.81,231.47,59.43,72.3,42.19,63.79,400.48,400.54,401.22,399.68,0.96,0.97,0.98,0.98,IND,IND,IND,IND,11244.49,16159.73,9618.12,-14533.36,3192.49,4035.87,1771.08,-2614.46,11688.91,16656.08,9779.83,14766.65,59.98,119.62,A,229.4,229.79,229.87,398.07,398.77,397.88,230.0,231.62,231.1,400.12,400.71,398.98,230.59,232.1,231.9,401.17,401.98,400.05,66.44,32.23,40.73,78.9,44.24,68.46,100.36,91.8,113.24,0.95,0.91,0.95,IND,IND,IND,0.97,0.99,-0.98,IND,IND,IND,0.98,1.0,0.99,IND,IND,IND,A,06/04/2023 17:33,B,06/04/2023 17:37,C,06/04/2023 17:36,B,06/04/2023 17:31,B,06/04/2023 17:37,C,06/04/2023 17:36,B,06/04/2023 17:37,A,31/12/1969 21:00,59.95,60.03,59.99,06/04/2023 17:34,06/04/2023 17:37,Válido,None,None,None,2.04,2.04,2.04,0.0,0.46,0.46,0.46,0.0,0,0.0,0.46,0.0,2.1,8395.16,18388.29,93001.58,8174.69,17987.03,73673.54,1839.14,3719.0,69035.9,1839.14,3719.0,20053,0.0,0.0,69035.9
06/04/2023 17:50,231.78,230.53,232.4,232.4,63.27,91.84,44.92,53.05,401.45,401.41,402.89,400.04,0.99,0.98,0.99,0.98,IND,IND,IND,IND,19094.48,20768.61,10356.15,-12030.28,2742.37,4110.49,1325.94,-2694.06,19290.4,21171.47,10440.68,12328.25,60.03,123.41,A,229.23,231.19,231.15,399.27,400.58,398.09,230.18,231.9,231.83,400.56,401.74,399.57,230.98,232.5,232.78,401.65,403.51,400.94,71.04,36.58,41.32,84.98,44.65,58.97,102.77,65.24,73.59,0.95,0.97,0.93,IND,IND,IND,0.96,0.98,-0.98,IND,IND,IND,0.98,0.99,0.99,IND,IND,IND,A,06/04/2023 17:41,C,06/04/2023 17:49,C,06/04/2023 17:45,B,06/04/2023 17:49,B,06/04/2023 17:41,A,06/04/2023 17:48,C,06/04/2023 17:45,A,31/12/1969 21:00,59.94,60.05,60.0,06/04/2023 17:40,06/04/2023 17:49,Válido,None,None,None,2.61,2.61,2.61,0.0,0.71,0.71,0.71,0.0,0,0.0,0.71,0.0,2.71,5572.29,13677.1,93001.58,5399.71,13212.13,73673.54,1277.68,3397.71,69035.9,1277.68,3397.71,20053,0.0,0.0,69035.9
06/04/2023 18:00,230.96,229.88,231.97,231.04,63.55,84.8,32.04,73.82,400.04,400.48,400.88,398.75,1.0,0.97,0.97,0.94,IND,IND,IND,IND,10041.04,18877.0,7232.13,-16068.09,859.41,4865.23,1713.13,-5718.96,10077.75,19493.89,7432.26,17055.5,60.01,140.31,A,229.64,231.85,230.68,400.33,400.44,398.45,230.49,232.3,231.51,401.21,401.6,399.75,231.08,232.88,232.61,402.24,403.33,400.97,71.83,29.07,51.12,81.09,36.35,71.55,104.13,63.19,89.4,0.96,0.97,0.92,IND,IND,IND,0.97,0.98,-0.95,IND,IND,IND,0.98,1.0,0.98,IND,IND,IND,A,06/04/2023 17:58,B,06/04/2023 17:52,C,06/04/2023 17:58,B,06/04/2023 17:50,B,06/04/2023 17:58,A,06/04/2023 17:50,C,06/04/2023 17:59,A,31/12/1969 21:00,59.96,60.04,60.0,06/04/2023 17:57,06/04/2023 17:50,Válido,None,None,None,1.78,1.78,1.78,0.0,0.17,0.18,0.17,-0.01,0,-0.01,0.17,0.0,1.79,4.48,12730.01,93001.58,4.47,12504.91,73673.54,0.37,1943.37,69035.9,0.37,1968.98,20053,0.0,-25.61,69035.9
06/04/2023 18:10,230.09,229.15,230.45,230.68,67.22,82.2,60.23,59.25,398.53,398.14,399.84,397.62,0.96,0.97,0.97,0.97,IND,IND,IND,IND,18338.4,18229.54,13420.02,-13311.15,5188.17,4743.17,3542.22,-3097.23,19058.18,18836.5,13879.63,13666.73,59.96,129.87,A,228.48,229.97,230.01,396.91,398.8,396.53,229.29,231.04,230.86,398.9,400.39,397.88,230.05,232.15,231.8,400.8,401.96,399.04,72.88,31.95,49.06,89.12,55.6,68.22,114.89,102.45,94.09,0.96,0.96,0.92,IND,IND,IND,0.97,0.97,-0.97,IND,IND,IND,0.98,0.99,0.98,IND,IND,IND,A,06/04/2023 18:03,B,06/04/2023 18:00,C,06/04/2023 18:03,B,06/04/2023 18:00,B,06/04/2023 18:00,A,06/04/2023 18:04,C,06/04/2023 18:00,A,31/12/1969 21:00,59.94,60.02,59.97,06/04/2023 18:05,06/04/2023 18:09,Válido,None,None,None,2.85,2.85,2.85,0.0,0.65,0.65,0.65,0.0,0,0.0,0.65,0.0,2.93,11708.36,12730.01,93001.58,11391.8,12504.91,73673.54,2598.29,1943.37,69035.9,2598.29,1968.98,20053,0.0,-25.61,69035.9
06/04/2023 18:20,229.56,228.43,230.35,229.91,67.61,93.94,38.02,70.86,397.61,398.18,398.46,396.19,0.97,0.98,0.94,0.98,IND,IND,IND,IND,13412.99,21133.86,8226.6,-15947.47,3399.9,3723.65,3003.35,-3327.1,13837.18,21459.39,8757.69,16290.84,59.98,151.71,A,227.89,229.27,228.91,396.08,397.12,395.3,228.55,230.24,229.76,397.76,398.49,396.34,229.34,230.9,231.12,398.78,400.6,397.96,76.11,36.53,49.2,85.56,47.52,71.65,107.37,70.25,96.54,0.97,0.94,0.95,IND,IND,IND,0.98,0.97,-0.97,IND,IND,IND,0.99,0.99,0.98,IND,IND,IND,A,06/04/2023 18:17,C,06/04/2023 18:10,C,06/04/2023 18:18,B,06/04/2023 18:10,B,06/04/2023 18:15,A,06/04/2023 18:17,B,06/04/2023 18:18,A,31/12/1969 21:00,59.92,60.02,59.97,06/04/2023 18:16,06/04/2023 18:10,Válido,None,None,None,2.3,2.3,2.3,0.0,0.44,0.45,0.44,-0.01,0,-0.01,0.44,0.0,2.35,3682.27,17441.38,93001.58,3634.11,16949.3,73673.54,372.19,3971.37,69035.9,399.97,3977.24,20053,-27.78,-5.88,69035.9
06/04/2023 18:30,230.89,229.56,231.94,231.17,68.84,96.08,33.98,76.48,399.9,400.49,400.79,398.43,0.94,0.97,0.96,0.98,IND,IND,IND,IND,11636.81,21425.55,7574.29,-17363.03,4080.73,5232.26,2176.3,-3327.82,12331.58,22055.18,7880.74,17679.06,60.0,151.22,A,228.4,230.13,229.86,397.7,398.34,396.06,229.54,231.19,230.93,399.45,400.23,398.3,230.59,232.22,231.57,401.26,401.41,400.18,74.49,32.71,47.01,82.6,43.99,70.1,103.5,62.02,94.66,0.97,0.94,0.97,IND,IND,IND,0.98,0.96,-0.98,IND,IND,IND,0.99,0.98,0.99,IND,IND,IND,A,06/04/2023 18:20,B,06/04/2023 18:29,C,06/04/2023 18:20,B,06/04/2023 18:25,B,06/04/2023 18:29,A,06/04/2023 18:20,B,06/04/2023 18:20,A,31/12/1969 21:00,59.96,60.07,60.01,06/04/2023 18:23,06/04/2023 18:28,Válido,None,None,None,2.07,2.07,2.07,0.0,0.62,0.62,0.62,0.0,0,0.0,0.62,0.0,2.16,5.48,12336.74,93001.58,5.17,11912.01,73673.54,1.81,2832.15,69035.9,1.81,2859.94,20053,0.0,-27.78,69035.9
06/04/2023 18:40,231.18,229.89,231.92,231.74,61.46,92.82,35.2,56.35,400.41,400.71,401.64,398.89,0.98,0.98,0.96,0.97,IND,IND,IND,IND,16075.09,20925.56,7849.09,-12699.56,3383.22,4176.69,2243.66,-3037.13,16427.26,21338.32,8163.47,13057.68,60.03,132.23,A,228.45,230.82,230.7,399.29,399.98,397.19,229.74,231.68,231.47,400.4,401.18,398.52,230.32,232.34,232.0,401.34,402.25,399.55,79.33,33.7,48.8,95.36,40.79,61.4,126.21,65.87,83.87,0.95,0.93,0.96,IND,IND,IND,0.98,0.95,-0.98,IND,IND,IND,0.99,0.97,0.98,IND,IND,IND,A,06/04/2023 18:30,B,06/04/2023 18:38,C,06/04/2023 18:30,B,06/04/2023 18:38,B,06/04/2023 18:38,A,06/04/2023 18:30,B,06/04/2023 18:34,A,31/12/1969 21:00,59.98,60.04,60.01,06/04/2023 18:32,06/04/2023 18:39,Válido,None,None,None,2.77,2.77,2.77,0.0,0.68,0.68,0.68,0.0,0,0.0,0.68,0.0,2.85,11410.45,12336.74,93001.58,11072.85,11912.01,73673.54,2709.75,2832.15,69035.9,2709.75,2859.94,20053,0.0,-27.78,69035.9
06/04/2023 18:50,231.03,229.4,231.7,231.99,66.09,106.5,45.83,45.93,400.14,400.1,402.09,398.24,0.97,0.97,0.96,0.95,IND,IND,IND,IND,23688.47,23608.47,10192.7,-10112.7,5908.93,6288.07,2978.26,-3357.4,24414.32,24431.53,10618.91,10655.46,60.01,134.37,A,229.22,231.52,231.49,399.81,401.16,397.98,230.03,231.96,232.06,400.71,402.27,399.13,230.62,232.33,232.57,401.31,403.06,400.1,79.02,34.95,40.35,89.65,41.15,46.95,119.77,55.84,65.13,0.96,0.94,0.95,IND,IND,IND,0.97,0.96,-0.96,IND,IND,IND,0.98,0.97,0.98,IND,IND,IND,A,06/04/2023 18:48,C,06/04/2023 18:47,C,06/04/2023 18:48,B,06/04/2023 18:47,B,06/04/2023 18:40,A,06/04/2023 18:48,B,06/04/2023 18:49,A,31/12/1969 21:00,60.0,60.06,60.03,06/04/2023 18:43,06/04/2023 18:47,Válido,None,None,None,3.14,3.14,3.14,0.0,0.69,0.69,0.69,0.0,0,0.0,0.69,0.0,3.21,7251.51,17014.48,93001.58,7058.4,16565.19,73673.54,1649.0,3818.98,69035.9,1649.0,3818.98,20053,0.0,0.0,69035.9
06/04/2023 19:00,230.7,229.68,230.92,231.49,70.32,96.29,64.98,49.7,399.57,399.31,401.29,398.13,0.99,0.98,0.97,0.95,IND,IND,IND,IND,25405.35,21773.75,14530.33,-10898.73,3934.35,3872.44,3744.46,-3682.54,25708.19,22115.42,15005.05,11504.06,60.01,139.91,A,228.05,230.55,230.81,398.21,400.11,395.48,229.02,231.39,231.66,399.86,401.58,397.24,229.95,232.03,232.12,400.92,402.36,398.59,95.52,38.17,43.65,123.55,52.13,47.73,149.44,73.71,56.86,0.96,0.93,0.94,IND,IND,IND,0.98,0.96,-0.95,IND,IND,IND,0.99,0.98,0.96,IND,IND,IND,A,06/04/2023 18:56,C,06/04/2023 18:50,C,06/04/2023 18:56,B,06/04/2023 18:50,B,06/04/2023 18:53,A,06/04/2023 18:56,B,06/04/2023 18:54,A,31/12/1969 21:00,59.98,60.05,60.02,06/04/2023 18:56,06/04/2023 18:58,Válido,None,None,None,4.8,4.8,4.8,0.0,0.94,0.94,0.94,0.0,0,0.0,0.94,0.0,4.89,11.41,26806.99,93001.58,11.27,26242.53,73673.54,1.75,5405.6,69035.9,1.75,5405.6,20053,0.0,0.0,69035.9
06/04/2023 19:10,230.85,230.08,230.94,231.52,81.1,88.92,79.53,74.86,399.84,399.23,401.14,399.14,0.97,0.98,0.96,0.98,IND,IND,IND,IND,20753.06,20121.78,17643.28,-17011.99,5492.42,3694.23,5107.54,-3309.36,21467.56,20458.09,18367.7,17330.89,60.01,166.79,A,228.77,230.35,230.5,398.35,399.44,396.4,229.63,230.96,231.27,399.4,400.79,398.15,230.53,231.47,231.73,400.22,401.73,399.88,72.49,41.3,44.34,93.5,58.07,59.85,124.28,82.69,76.39,0.98,0.9,0.93,IND,IND,IND,0.98,0.95,-0.96,IND,IND,IND,0.99,0.97,0.98,IND,IND,IND,A,06/04/2023 19:02,C,06/04/2023 19:09,C,06/04/2023 19:02,B,06/04/2023 19:00,B,06/04/2023 19:04,A,06/04/2023 19:00,B,06/04/2023 19:04,A,31/12/1969 21:00,59.95,60.04,60.01,06/04/2023 19:02,06/04/2023 19:00,Válido,None,None,None,3.42,3.42,3.42,0.0,0.72,0.72,0.72,0.0,0,0.0,0.72,0.0,3.5,14012.94,26806.99,93001.58,13696.68,26242.53,73673.54,2876.02,5405.6,69035.9,2876.02,5405.6,20053,0.0,0.0,69035.9
